seamonkey_version,cve_id,advisory,title,reporter,impact,description,bug_id
02.20,['CVE-2013-1705'],2013-65,Buffer underflow when generating CRMF requests,Nils,Critical,Security researcher Nils used the Address Sanitizer to discover a use-after-free problem when generating a Certificate Request Message Format (CRMF) request with certain parameters. This causes a potentially exploitable crash.,[882865]
02.20,['CVE-2013-1704'],2013-64,Use after free mutating DOM during SetBody,Nils,Critical,Security researcher Nils used the Address Sanitizer to discover a use-after-free problem when the Document Object Model is modified during a SetBody mutation event. This causes a potentially exploitable crash.,[883313]
02.20,['CVE-2013-1701'],2013-63,Miscellaneous memory safety hazards (rv:23.0 / rv:17.0.8),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Jeff Gilbert and Henrik Skupin reported memory safety problems and crashes that affect Firefox ESR 17 and Firefox 22.,"[888107, 880734]"
02.20,['CVE-2013-1702'],2013-63,Miscellaneous memory safety hazards (rv:23.0 / rv:17.0.8),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Ben Turner Christian Holler Andrew McCreight Gary Kwong Jan Varga and Jesse Ruderman reported memory safety problems and crashes that affect Firefox 22.,"[855331, 844088, 858060, 870200, 874974, 861530, 854157, 893684, 878703, 862185, 879139]"
02.19,"['CVE-2013-1684', 'CVE-2013-1685', 'CVE-2013-1686']",2013-50,Memory corruption found using Address Sanitizer,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover a series of use-after-free problems rated critical as security issues in shipped software. Some of these issues are potentially exploitable allowing for remote code execution. We would also like to thank Abhishek for reporting additional use-after-free and buffer overflow flaws in code introduced during Firefox development. These were fixed before general release.,"[865537, 871099, 876155]"
02.19,['CVE-2013-1690'],2013-53,Execution of unmapped memory through onreadystatechange event,Nils,Critical,Security researcher Nils reported that specially crafted web content using the onreadystatechange event and reloading of pages could sometimes cause a crash when unmapped memory is executed. This crash is potentially exploitable.,[857883]
02.19,['CVE-2013-1687'],2013-51,Privileged content access and execution via XBL,Mariusz Mlynski,Critical,Security researcher Mariusz Mlynski reported that it is possible to compile a user-defined function in the XBL scope of a specific element and then trigger an event within this scope to run code. In some circumstances when this code is run it can access content protected by System Only Wrappers (SOW) and chrome-privileged pages. This could potentially lead to arbitrary code execution. Additionally Chrome Object Wrappers (COW) can be bypassed by web content to access privileged methods leading to a cross-site scripting (XSS) attack from privileged pages.,"[863933, 866823]"
02.19,['CVE-2013-1683'],2013-49,Miscellaneous memory safety hazards (rv:22.0 / rv:17.0.7),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Bobby Holley Gary Kwong Jesse Ruderman Ben Turner Ehsan Akhgari Mats Palmgren and John Schoenick reported memory safety problems and crashes that affect Firefox 21.,"[865883, 876458, 877287, 834732, 822941, 851418, 846615, 862182, 865569, 863454]"
02.19,['CVE-2013-1682'],2013-49,Miscellaneous memory safety hazards (rv:22.0 / rv:17.0.7),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Jesse Ruderman and Andrew McCreight reported memory safety problems and crashes that affect Firefox ESR 17 and Firefox 21.,"[867482, 862309, 840098, 830389]"
02.19,['CVE-2013-1693'],2013-55,SVG filters can lead to information disclosure,Paul Stone,High,Security researcher Paul Stone of Context Information Security discovered that timing differences in the processing of SVG format images with filters could allow for pixel values to be read. This could potentially allow for text values to be read across domains leading to information disclosure.,[711043]
02.19,['CVE-2013-1692'],2013-54,Data in the body of XHR HEAD requests leads to CSRF attacks,Johnathan Kuskos,High,Security researcher Johnathan Kuskos reported that Firefox is sending data in the body of  XMLHttpRequest (XHR) HEAD requests which goes agains the XHR specification. This can potentially be used for Cross-Site Request Forgery (CSRF) attacks against sites which do not distinguish between HEAD and POST requests.,[866915]
02.19,['CVE-2013-1699'],2013-61,"Homograph domain spoofing in .com, .net and .name",3ric Johanson,Moderate,Security researcher 3ric Johanson reported in discussions with Richard Newman and Holt Sorenson that Verisign's prevention measures for homograph attacks using Internationalized Domain Names (IDN) were insufficiently rigorous and this led to a limited possibility for domain spoofing in Firefox.,[840882]
02.19,['CVE-2013-1694'],2013-56,PreserveWrapper has inconsistent behavior,Boris Zbarsky,High,Mozilla developer Boris Zbarsky found that when PreserveWrapper was used in cases where a wrapper is not set the preserved-wrapper flag on the wrapper cache is cleared. This could potentially lead to an exploitable crash.,[848535]
02.19,['CVE-2013-1695'],2013-57,Sandbox restrictions not applied to nested frame elements,Bob Owen,Low,Mozilla community member Bob Owen reported that <iframe sandbox> restrictions are not applied to a frame element contained within a sandboxed iframe. As a result content hosted within a sandboxed iframe could use a frame element to bypass the restrictions that should be applied.,[849791]
02.19,['CVE-2013-1696'],2013-58,X-Frame-Options ignored when using server push with multi-part responses,Frédéric Buclin,Moderate,Bugzilla developer Frédéric Buclin reported that the X-Frame-Options header is ignored when server push is used in multi-part responses. This can lead to potential clickjacking on sites that use X-Frame-Options as a protection.,[761667]
02.19,['CVE-2013-1697'],2013-59,XrayWrappers can be bypassed to run user defined methods in a privileged context,moz_bug_r_a4,High,Mozilla security researcher moz_bug_r_a4 reported that XrayWrappers can be bypassed to call content-defined toString and valueOf methods through DefaultValue. This can lead to unexpected behavior when privileged code acts on the incorrect values.,[858101]
02.17,['CVE-2013-0796'],2013-35,WebGL crash with Mesa graphics driver on Linux,miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover a crash in WebGL rendering when memory is freed that has not previously been allocated. This issue only affects Linux users who have Intel Mesa graphics drivers. The resulting crash could be potentially exploitable.,"[827106, 838413, 838413]"
