thunderbird_version,cve_id,advisory,title,reporter,impact,description,bug_id
38.07,"['CVE-2016-1977', 'CVE-2016-2790', 'CVE-2016-2791', 'CVE-2016-2792', 'CVE-2016-2793', 'CVE-2016-2794', 'CVE-2016-2795', 'CVE-2016-2796', 'CVE-2016-2797', 'CVE-2016-2798', 'CVE-2016-2799', 'CVE-2016-2800', 'CVE-2016-2801', 'CVE-2016-2802']",2016-37,Font vulnerabilities in the Graphite 2 library,"Holger Fuhrmannek, Tyson Smith",Critical,Security researcher Holger Fuhrmannek and Mozilla security engineer Tyson Smith reported a number of security vulnerabilities in the Graphite 2 library affecting version 1.3.5.,"[1248876, 1243464, 1243473, 1243482, 1243513, 1243526, 1243597, 1243816, 1243823, 1248805, 1249081, 1249338, 1249920, 1248804]"
38.07,['CVE-2016-1964'],2016-27,Use-after-free during XML transformations,Nicolas Grégoire,Critical,Security researcher Nicolas Grégoire used the Address Sanitizer to find a use-after-free during XML transformation operations. This results in a potentially exploitable crash triggerable by web content.,[1243335]
38.07,['CVE-2016-1950'],2016-35,Buffer overflow during ASN.1 decoding in NSS,Francis Gabriel,Critical,Security researcher Francis Gabriel of Quarkslab reported a heap-based buffer overflow in the way the Network Security Services (NSS) libraries parsed certain ASN.1 structures. An attacker could create a specially-crafted certificate which when parsed by NSS would cause it to crash or execute arbitrary code with the permissions of the user.,[1245528]
38.07,['CVE-2016-1961'],2016-24,Use-after-free in SetBody,lokihardt,Critical,Security researcher lokihardt working with HP's Zero Day Initiative reported a use-after-free issue in the SetBody function of HTMLDocument. This results in a potentially exploitable crash.,[1249377]
38.07,['CVE-2016-1960'],2016-23,Use-after-free in HTML5 string parser,ca0nguyen,Critical,Security researcher ca0nguyen working with HP's Zero Day Initiative reported a use-after-free issue in the HTML5 string parser when parsing a particular set of table-related tags in a foreign fragment context such as SVG. This results in a potentially exploitable crash.,[1246014]
38.07,['CVE-2016-1966'],2016-31,Memory corruption with malicious NPAPI plugin,CESG,High,The CESG the Information Security Arm of GCHQ reported a dangling pointer dereference within the Netscape Plugin Application Programming Interface (NPAPI) that could lead to the NPAPI subsystem crashing. This issue requires a maliciously crafted NPAPI plugin in concert with scripted web content resulting in a potentially exploitable crash when triggered.,[1246054]
38.07,['CVE-2016-1957'],2016-20,Memory leak in libstagefright when deleting an array during MP4 processing,"Jose Martinez, Romina Santillan",Low,Security researchers Jose Martinez and Romina Santillan reported a memory leak in the libstagefright library when array destruction occurs during MPEG4 video file processing.,[1227052]
38.07,['CVE-2016-1954'],2016-17,Local file overwriting and potential privilege escalation through CSP reports,Nicolas Golubovic,High,"Security researcher Nicolas Golubovic reported that a malicious page can overwrite files on the user's machine using Content Security Policy (CSP) violation reports. The file contents are restricted to the JSON format of the report. In many cases overwriting a local file may simply be destructive breaking the functionality of that file. The CSP error reports can include HTML fragments which could be rendered by browsers. If a user has disabled add-on signing and has installed an ""unpacked"" add-on a malicious page could overwrite one of the add-on resources. Depending on how this resource is used this could lead to privilege escalation.",[1243178]
38.07,['CVE-2016-1952'],2016-16,Miscellaneous memory safety hazards (rv:45.0 / rv:38.7),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Christoph Diehl Christian Holler Andrew McCreight Daniel Holbert Jesse Ruderman and Randell Jesup reported memory safety problems and crashes that affect Firefox ESR 38.6 and Firefox 44.,"[1221872, 1224979, 1123661, 1242279, 1249685, 1244250, 1244995, 1234578, 1241217]"
38.07,['CVE-2016-1953'],2016-16,Miscellaneous memory safety hazards (rv:45.0 / rv:38.7),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Carsten Book Christoph Diehl Christian Holler Andrew McCreight Daniel Holbert Gian-Carlo Pascutto Tyson Smith Andrea Marchesini and Jukka Jylänki reported memory safety problems and crashes that affect Firefox 44.,"[1207958, 1245866, 1238558, 1241731, 1199171, 1234425, 1236519, 1238935, 1225618, 1243555, 1243583, 1247236, 1224361, 1224363, 1224369, 1205163, 1248794]"
38.07,['CVE-2016-1974'],2016-34,Out-of-bounds read in HTML parser following a failed allocation,Ronald Crane,High,Security researcher Ronald Crane reported an out-of-bounds read following a failed allocation in the HTML parser while working with unicode strings. This can also affect the parsing of XML and SVG format data. This leads to a potentially exploitable crash.,[1228103]
38.06,['CVE-2016-1930'],2016-01,Miscellaneous memory safety hazards (rv:44.0 / rv:38.6),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Christian Holler Nils Ohlmeier Gary Kwong Jesse Ruderman Carsten Book and Randell Jesup reported memory safety problems and crashes that affect Firefox ESR 38.5 and Firefox 43.,"[1230483, 1233152, 1233925, 1234280, 1233346, 1221385, 1223670, 1230639, 1230668, 1230686, 1224200, 1234571]"
38.06,['CVE-2016-1523'],2016-14,Vulnerabilities in Graphite 2,Holger Fuhrmannek,Critical,"Security researcher Holger Fuhrmannek reported that a malicious Graphite ""smart font"" could circumvent the validation of internal instruction parameters in the Graphite 2 library using special CNTXT_ITEM instructions. This could result in arbitrary code execution.",[1246093]
38.06,['CVE-2016-1935'],2016-03,Buffer overflow in WebGL after out of memory allocation,Aki Helin,Critical,Security researcher Aki Helin used the Address Sanitizer tool to find a buffer overflow write when rendering some WebGL content. This leads to a potentially exploitable crash.,[1220450]
38.06,['CVE-2015-7575'],2015-150,MD5 signatures accepted within TLS 1.2 ServerKeyExchange in server signature,Karthikeyan Bhargavan,Moderate,Security researcher Karthikeyan Bhargavan reported an issue in Network Security Services (NSS) where MD5 signatures in the server signature within the TLS 1.2 ServerKeyExchange message are still accepted. This is an issue since NSS has officially disallowed the accepting MD5 as a hash algorithm in signatures since 2011. This issues exposes NSS based clients such as Firefox to theoretical collision-based forgery attacks. This issue was fixed in NSS version 3.20.2.,[1158489]
38.06,['CVE-2016-1931'],2016-01,Miscellaneous memory safety hazards (rv:44.0 / rv:38.6),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Carsten Book Christian Holler Nicolas Pierron Eric Rescorla Tyson Smith Gabor Krizsanits and Randell Jesup reported memory safety problems and crashes that affect Firefox 43.,"[1229825, 1231121, 1180064, 1186973, 1206675, 1209546, 1209368, 1209366, 1209365, 1209358, 1207298, 1222015, 1234576]"
38.05,['CVE-2015-7214'],2015-149,Cross-site reading attack through data and view-source URIs,Tsubasa Iinuma,Critical,Security researcher Tsubasa Iinuma reported a mechanism to violate same-origin policy to content using data: and view-source: URIs to confuse protections and bypass restrictions. This resulted in the ability to read data from cross-site URLs and local files.,[1228950]
38.05,['CVE-2015-7201'],2015-134,Miscellaneous memory safety hazards (rv:43.0 / rv:38.5),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Andrei Vaida Jesse Ruderman and Bob Clary reported memory safety problems and crashes that affect Firefox ESR 38.4 and Firefox 42.,"[1203135, 1225250, 1224100]"
38.05,['CVE-2015-7213'],2015-146,Integer overflow in MP4 playback in 64-bit versions,Ronald Crane,High,Security researcher Ronald Crane reported a vulnerability found through code inspection. This issue is an integer overflow while processing an MP4 format video file when an a erroneously-small buffer is allocated and then overrun resulting in a potentially exploitable crash.,[1206211]
38.05,['CVE-2015-7205'],2015-145,Underflow through code inspection,Ronald Crane,High,Security researcher Ronald Crane reported an underflow found through code inspection. This does not all have a clear mechanism to be exploited through web content but could be vulnerable if a means can be found to trigger it.,[1220493]
38.05,['CVE-2015-7212'],2015-139,Integer overflow allocating extremely large textures,Abhishek Arya,High,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover an integer overflow when when allocating textures of extremely larges sizes during graphics operations. This results in a potentially exploitable crash when triggered.,[1222809]
38.05,['CVE-2015-7202'],2015-134,Miscellaneous memory safety hazards (rv:43.0 / rv:38.5),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Jesse Ruderman Eric Rahm Robert Kaiser Harald Kirschner and Michael Henretty reported crash and memory safety problems that affect Firefox 42.,"[1193757, 1193999, 1194002, 1194006, 1207571, 1212305, 1207571, 1221421, 1221904, 1188105, 1208059, 1219330, 1197012, 1200580]"
