firefox_version,cve_id,advisory,title,reporter,impact,description,bug_id
39,['CVE-2015-2726'],2015-59,Miscellaneous memory safety hazards (rv:39.0 / rv:31.8 / rv:38.1),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Tooru Fujisawa Andrew Sutherland Andrew McCreight and Gary Kwong reported memory safety problems and crashes that affect Firefox 38.,"[1145781, 1155985, 1059081, 1146416, 1132265]"
39,"['CVE-2015-2734', 'CVE-2015-2735', 'CVE-2015-2736', 'CVE-2015-2737', 'CVE-2015-2738', 'CVE-2015-2739', 'CVE-2015-2740']",2015-66,Vulnerabilities found through code inspection,Ronald Crane,Critical,Security researcher Ronald Crane reported seven vulnerabilities affecting released code that he found through code inspection. These included three uses of uninitialized memory one poor validation leading to an exploitable crash one read of unowned memory in zip files and two buffer overflows. These do not all have clear mechanisms to be exploited through web content but are vulnerable if a mechanism can be found to trigger them.,"[1166082, 1166900, 1167888, 1167332, 1167356, 1168207, 1170809]"
39,"['CVE-2015-2722', 'CVE-2015-2733']",2015-65,Use-after-free in workers while using XMLHttpRequest,Looben Yang,Critical,Security researcher Looben Yang used the Address Sanitizer tool to discover two related use-after-free vulnerabilities that occur when using XMLHttpRequest in concert with either shared or dedicated workers. These errors occur when the XMLHttpRequest object is attached to a worker but that object is incorrectly deleted while still in use. This results in exploitable crashes.,"[1166924, 1169867]"
39,['CVE-2015-2731'],2015-63,Use-after-free in Content Policy due to microtask execution error,Herre,Critical,Security researcher Herre reported a use-after-free vulnerability when a Content Policy modifies the Document Object Model to remove a DOM object which is then used afterwards due to an error in microtask implementation. This leads to an exploitable crash.,[1149891]
39,['CVE-2015-2729'],2015-62,Out-of-bound read while computing an oscillator rendering range in Web Audio,Holger Fuhrmannek,Moderate,Security researcher Holger Fuhrmannek used the Address Sanitizer tool to discover an out-of-bound read while computing an oscillator rendering range in Web Audio. This could allow an attacker to infer the contents of four bytes of memory.,[1122218]
39,['CVE-2015-2728'],2015-61,Type confusion in Indexed Database Manager,Paul Bandha,High,Security researcher Paul Bandha reported a type confusion error where part of IDBDatabase is read by the Indexed Database Manager and incorrectly used as a pointer when it shouldn't be used as such. This leads to memory corruption and the possibility of an exploitable crash.,[1142210]
39,['CVE-2015-2727'],2015-60,Local files or privileged URLs in pages can be opened into new tabs,Jann Horn,Moderate,Security researcher Jann Horn reported that when Mozilla Foundation Security Advisory 2015-25 was fixed in Firefox 37 an error was made that caused the fix to not be applied to Firefox 38 effectively causing the bug to be unfixed in Firefox 38 (and Firefox ESR38) once it shipped. As Armin Razmdjou reported for that issue opening hyperlinks on a page with the mouse and specific keyboard key combinations could allow a Chrome privileged URL to be opened without context restrictions being preserved. This could allow for local files or resources from a known location to be opened with local privileges bypassing security protections.,[1163422]
39,['CVE-2015-2724'],2015-59,Miscellaneous memory safety hazards (rv:39.0 / rv:31.8 / rv:38.1),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Christian Holler Bobby Holley and Andrew McCreight reported memory safety problems and crashes that affect Firefox ESR 31.7 Firefox ESR 38 and Firefox 38.,"[1160884, 1143679, 1164567, 1154876]"
39,['CVE-2015-2725'],2015-59,Miscellaneous memory safety hazards (rv:39.0 / rv:31.8 / rv:38.1),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Terrence Cole Christian Holler Andrew McCreight Steve Fink Mats Palmgren Wes Kocher and Andreas Pehrson reported memory safety problems and crashes that affect Firefox ESR 38 and Firefox 38.,"[1163359, 1159321, 1172076, 1151650, 1056410, 1156861, 1159973, 1163852, 1172397]"
39,['CVE-2015-2730'],2015-64,ECDSA signature validation fails to handle some signatures correctly,Watson Ladd,Moderate,Mozilla community member Watson Ladd reported that the implementation of Elliptical Curve Cryptography (ECC) multiplication for Elliptic Curve Digital Signature Algorithm (ECDSA) signature validation in Network Security Services (NSS) did not handle exceptional cases correctly. This could potentially allow for signature forgery. This issue was fixed in NSS version 3.19.1.,[1125025]
38,['CVE-2015-2709'],2015-46,Miscellaneous memory safety hazards (rv:38.0 / rv:31.7),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Andrew McCreight Christian Holler Jesse Ruderman Mats Palmgren Jon Coppeard and Milan Sreckovic reported memory safety problems and crashes that affect Firefox 37.,"[1111251, 1143194, 1117977, 1155474, 1146101, 1153688, 1128064, 1149526, 1135066]"
38,['CVE-2015-4496'],2015-93,Integer overflows in libstagefright while processing MP4 video metadata,Joshua Drake,Critical,Security researcher Joshua Drake  reported potential integer overflows  in the libstagefright library while processing video sample metadata in MPEG4 video files.   This can lead to a potentially exploitable crash.,[1149605]
38,['CVE-2015-2708'],2015-46,Miscellaneous memory safety hazards (rv:38.0 / rv:31.7),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Jesse Ruderman Mats Palmgren Byron Campen and Steve Fink reported memory safety problems and crashes that affect Firefox ESR 31.6 and Firefox 37.,"[1152177, 1143299, 1151139, 1120655]"
